Mean,Std Dev,Q1,Q2,Q3
-0.9954089722679607,0.008413078991209567,-1.0,-1.0,-0.9975288032091928
-0.9949355472243405,0.008755549117165083,-1.0,-1.0,-0.9921401528344269
-0.9945239790467121,0.009350238937048429,-1.0,-1.0,-0.9904799511233282
-0.9941395374827415,0.009927591710275423,-1.0,-1.0,-0.9861978750370216
-0.9943965743176464,0.009848715761555982,-1.0,-1.0,-0.9906855617256057
-0.9948923444181,0.009579726983747306,-1.0,-1.0,-0.9983979093066366
-0.9953203787781916,0.009549120352552077,-1.0,-1.0,-1.0
-0.9952641605561389,0.009791868928900424,-1.0,-1.0,-1.0
-0.9949891295477327,0.009999337128935581,-1.0,-1.0,-1.0
-0.9946240532279504,0.010204851053573093,-1.0,-1.0,-0.999863114814453
-0.9940392172838998,0.010512204444874822,-1.0,-1.0,-0.9858912856106232
-0.9932246021845933,0.010851156367363246,-1.0,-1.0,-0.979381443298969
-0.9923832782149618,0.011179519081885648,-1.0,-1.0,-0.9791666666666666
-0.9913182907574666,0.011544423631838555,-1.0,-1.0,-0.9791666666666666
-0.9899089205541182,0.012008069489086236,-1.0,-1.0,-0.9791666666666666
-0.9880305336459891,0.012945767023496176,-1.0,-0.9892921368105058,-0.9789473684210527
-0.9855139406728612,0.014352335131577241,-1.0,-0.979381443298969,-0.9787234042553191
-0.981760690931132,0.016519306159867093,-1.0,-0.9791666666666666,-0.9782608695652174
-0.9770006242444028,0.019067884741116384,-0.9996915853907103,-0.9789473684210527,-0.9598315257273935
-0.9706764223072708,0.021574629614667207,-0.9797979797979798,-0.978494623655914,-0.9578947368421052
-0.962580271358678,0.02361763974303118,-0.9787234042553191,-0.9619276213305674,-0.944367588114028
-0.9529843201092766,0.025268142627508292,-0.9746988367019636,-0.9574468085106383,-0.9368421052631579
-0.9423808048503911,0.026850098065632183,-0.9582028307782928,-0.9423237803315654,-0.9220983438394251
-0.9305466570229809,0.02870155811534068,-0.9547243358018205,-0.9358432905180801,-0.9120885647802871
-0.9172089348130298,0.030805609766188975,-0.9368421052631579,-0.9175846483578111,-0.8954008819790539
-0.9014503592977581,0.0329357094297696,-0.9257783477773145,-0.9017285348333554,-0.8764262629490971
-0.8830786530870408,0.03487184625552731,-0.9071872435671346,-0.8820742033941907,-0.8574127275490528
-0.861851720662824,0.036718096214365316,-0.8853077954775015,-0.8595040306667832,-0.8362010511772264
-0.8376630513235477,0.03847662587563278,-0.8599265670266419,-0.8337944462272135,-0.8118215145877714
-0.8099495244270679,0.03996781062344623,-0.8315546402082648,-0.8049911486218816,-0.7835461554531237
-0.7785187326540044,0.041317237691826755,-0.7993178026093419,-0.7728750680480481,-0.7515418981254053
-0.7435847855533949,0.04217573796560194,-0.7642588296972921,-0.737645582172124,-0.7162966755247654
