Mean,Std Dev,Q1,Q2,Q3
-0.9180744981572945,0.016998895961567825,-0.9333333333333333,-0.9170727517028,-0.9083514102680001
-0.9303476001349117,0.016070437701754536,-0.9381443298969072,-0.9347826086956522,-0.9170640336611038
-0.9410054886268441,0.01514837029048426,-0.9564302256457333,-0.9381443298969072,-0.9347826086956522
-0.9505120535661928,0.014217493566651113,-0.9583333333333334,-0.9565217391304348,-0.9377000390043791
-0.9587610347119812,0.013506741196810427,-0.9675211202351943,-0.9578947368421052,-0.9561765624227851
-0.9660203300100363,0.012701014427900725,-0.9787234042553191,-0.9643371328523308,-0.9574468085106383
-0.9722920276649984,0.012124415627258788,-0.9789473684210527,-0.978494623655914,-0.9591836734693877
-0.9776232648400975,0.011996575320088425,-0.9791666666666666,-0.9787234042553191,-0.9782608695652174
-0.9822588072693453,0.012105105007142859,-0.9918035286743605,-0.9790072151665044,-0.978494623655914
-0.9861867467270592,0.01215968457921062,-1.0,-0.979381443298969,-0.9787234042553191
-0.9891255746200637,0.011886053009393407,-1.0,-0.9940307651888969,-0.9789473684210527
-0.9914325108899275,0.01142511489455894,-1.0,-1.0,-0.9791666666666666
-0.9931320815689381,0.010848802874888135,-1.0,-1.0,-0.979381443298969
-0.9941734407601848,0.010379524232636462,-1.0,-1.0,-0.987823697902697
-0.9942958562143758,0.010287057940633688,-1.0,-1.0,-0.9902204342614863
-0.9935632809188376,0.01055919626867088,-1.0,-1.0,-0.9795918367346939
-0.9919033935136399,0.011156405483234261,-1.0,-1.0,-0.9791666666666666
-0.9893472908299143,0.011712262626573558,-1.0,-0.9945405577210783,-0.9789473684210527
-0.9859311537636539,0.011965464149861708,-1.0,-0.979381443298969,-0.9787234042553191
-0.9816856319151108,0.011657479672359933,-0.9874234625372107,-0.9789473684210527,-0.978494623655914
-0.9765760293858213,0.011338009974234455,-0.9791666666666666,-0.9787234042553191,-0.9764371034798854
-0.9703626427401119,0.01176359487885696,-0.9787234042553191,-0.9772551507077301,-0.9587628865979382
-0.9629987844124865,0.012084479316262867,-0.97480696494145,-0.9587628865979382,-0.9574468085106383
-0.9547045895161396,0.012021846466007235,-0.9583333333333334,-0.956989247311828,-0.9493761110341178
-0.9451311872762539,0.012514963532224248,-0.9568848837364219,-0.9447658409612684,-0.9368421052631579
-0.9343968524159133,0.012872024407941876,-0.9389102270113872,-0.9361702127659575,-0.9280723220343124
-0.9223707966046589,0.01347754932334782,-0.9345633296287844,-0.9214286032470076,-0.9148936170212766
-0.908700093596781,0.014237144654625545,-0.9166666666666666,-0.9116752897662349,-0.89893590200446
-0.892824060300693,0.015368159929530422,-0.9028557032636558,-0.8936170212765957,-0.8841940444150503
-0.8735641698814518,0.017411608636224277,-0.8859077278217313,-0.8740152769137237,-0.8632446098090294
-0.8497880293576584,0.020600469500673565,-0.8642107662484957,-0.8508520477483901,-0.8369684171725289
-0.8219789673678709,0.024238758944820703,-0.8391566077684568,-0.8227178351104733,-0.8059364464833356
-0.7912101866392951,0.027686241954704396,-0.8114290877341965,-0.7911609892088576,-0.7717152424561803
-0.7583696210830994,0.03065319437641277,-0.7810985530367697,-0.7569363323914361,-0.7357475383384304
-0.7236975299777538,0.032861567230338035,-0.7481872398782694,-0.7213290807724245,-0.698934020844145
-0.6876316911764081,0.034297204851228294,-0.7128224806961823,-0.6844060088958256,-0.6617222857768593
-0.650665708213088,0.03495061149241213,-0.6762717154433922,-0.6464857333447356,-0.624239735740934
-0.6130644246491046,0.034714196881113844,-0.6381321239911584,-0.6092823234635459,-0.5870526410436306
-0.5751654577765826,0.03402869596452071,-0.598896832874235,-0.5719825567452703,-0.5496464001806107
-0.5371467573090555,0.033125117349439084,-0.5599455786605605,-0.534665579642045,-0.5127457624416706
-0.498860546528991,0.03226160885745607,-0.5210750986193262,-0.49706290280788595,-0.4751737585339185
-0.4600278302323925,0.031652420770506166,-0.48200249338894385,-0.45850597956538,-0.43724856491685904
-0.42063097439343966,0.03112889286550709,-0.44203165093135804,-0.41930219266517554,-0.3985453325198279
-0.3807858814132496,0.030590548431166088,-0.401936638674398,-0.37958134870963056,-0.3594039114559678
-0.34065609845016337,0.030018078147387495,-0.36172208236165215,-0.33946802959069067,-0.31986443234998274
-0.30042148887705644,0.029457029216006472,-0.32124556409856375,-0.2992552840220749,-0.2804513018267606
-0.2601102028647765,0.028867882086233056,-0.28039952172932503,-0.25898217966313464,-0.24071926000151186
-0.2196915418225027,0.028457584678902876,-0.23951652191382244,-0.2192309655502077,-0.2003931817394515
-0.17923576362578855,0.028365979307611772,-0.19894726131773835,-0.17940344224300414,-0.1601249645994951
-0.13872285221131525,0.028389078218312498,-0.15782880819658646,-0.13887436913395473,-0.11980307849704608
-0.09821410404745924,0.028468017200178455,-0.11702141270067974,-0.09850540267472212,-0.07963759283447129
-0.0578853803646535,0.028534937774875598,-0.07683586840676078,-0.05844036676757769,-0.03926450385428024
-0.01781017667018414,0.028608244474643184,-0.03678736132590682,-0.01852503076257788,0.0006484365481357465
0.022298586760873207,0.028594771550179494,0.00270076379040816,0.021601706556381044,0.04053761579532898
0.06273862012440128,0.02881253758952128,0.04262524545025266,0.06200309096404119,0.08119543362900329
0.10358798988735488,0.029548904785668885,0.08329153741089429,0.10273730899816139,0.12238035755463589
0.14478277249487267,0.03029006244466009,0.12452229663064934,0.14411279010232358,0.16392565361041397
0.18612964715292704,0.030750162675207814,0.1657960075962639,0.1856165323898692,0.2051236260708783
0.2273408632093719,0.030866387108527186,0.20684370124515136,0.22673016557190362,0.24622858812173543
0.26816997441791857,0.030933837088062358,0.24764162394052863,0.26739289501873414,0.2872990625904388
0.3084135065683676,0.030936853778056914,0.2881342684685817,0.30760897275477583,0.3277526925886831
0.34808050326736334,0.031052684285810823,0.3273191979083032,0.34669813180869674,0.36788532049186257
0.387463802810849,0.03168169162325912,0.3660814626582048,0.386058614402599,0.407786968491737
0.42687904736937465,0.03274685800852028,0.40470812199820766,0.425319909156972,0.4480408308890638
0.4665654281511756,0.03411375299125719,0.44302319668864154,0.46549131128739746,0.4886305472319566
0.5066904322963796,0.035238377351811435,0.4827059244548074,0.5056315890387141,0.5295213771534314
0.5470665252670325,0.03600928082907398,0.5226091107780805,0.5460733996250761,0.570438246112535
0.5872905054458945,0.03678891425261937,0.5624058401484322,0.5865235502803732,0.6116327927117882
